Latitud,Longitud,ALA,Fuente,TipoEstacion,NombreEstacion,Variable,Fecha,Hora,Valor,UnidadMedida,dia,Mes,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,28/6/1969,0:00,0.28,m³/s,28,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,29/6/1969,0:00,0.28,m³/s,29,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,30/6/1969,0:00,0.32,m³/s,30,6,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,1/7/1969,0:00,0.36,m³/s,1,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,2/7/1969,0:00,0.48,m³/s,2,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,3/7/1969,0:00,0.36,m³/s,3,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,4/7/1969,0:00,0.32,m³/s,4,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,5/7/1969,0:00,0.28,m³/s,5,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,6/7/1969,0:00,0.28,m³/s,6,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,7/7/1969,0:00,0.28,m³/s,7,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,8/7/1969,0:00,0.28,m³/s,8,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,9/7/1969,0:00,0.28,m³/s,9,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,10/7/1969,0:00,0.24,m³/s,10,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,11/7/1969,0:00,0.28,m³/s,11,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,12/7/1969,0:00,0.24,m³/s,12,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,13/7/1969,0:00,0.24,m³/s,13,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,14/7/1969,0:00,0.24,m³/s,14,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,15/7/1969,0:00,0.24,m³/s,15,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,16/7/1969,0:00,0.24,m³/s,16,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,17/7/1969,0:00,0.24,m³/s,17,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,18/7/1969,0:00,0.24,m³/s,18,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,19/7/1969,0:00,0.24,m³/s,19,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,20/7/1969,0:00,0.24,m³/s,20,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,21/7/1969,0:00,0.24,m³/s,21,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,22/7/1969,0:00,0.24,m³/s,22,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,23/7/1969,0:00,0.24,m³/s,23,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,24/7/1969,0:00,0.24,m³/s,24,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,25/7/1969,0:00,0.24,m³/s,25,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,26/7/1969,0:00,0.2,m³/s,26,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,27/7/1969,0:00,0.2,m³/s,27,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,28/7/1969,0:00,0.2,m³/s,28,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,29/7/1969,0:00,0.2,m³/s,29,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,30/7/1969,0:00,0.2,m³/s,30,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,31/7/1969,0:00,0.16,m³/s,31,7,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,1/8/1969,0:00,0.2,m³/s,1,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,2/8/1969,0:00,0.28,m³/s,2,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,3/8/1969,0:00,0.32,m³/s,3,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,4/8/1969,0:00,0.28,m³/s,4,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,5/8/1969,0:00,0.24,m³/s,5,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,6/8/1969,0:00,0.2,m³/s,6,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,7/8/1969,0:00,0.2,m³/s,7,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,8/8/1969,0:00,0.2,m³/s,8,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,9/8/1969,0:00,0.2,m³/s,9,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,10/8/1969,0:00,0.2,m³/s,10,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,11/8/1969,0:00,0.2,m³/s,11,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,12/8/1969,0:00,0.2,m³/s,12,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,13/8/1969,0:00,0.2,m³/s,13,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,14/8/1969,0:00,0.2,m³/s,14,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,15/8/1969,0:00,0.2,m³/s,15,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,16/8/1969,0:00,0.16,m³/s,16,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,17/8/1969,0:00,0.16,m³/s,17,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,18/8/1969,0:00,0.16,m³/s,18,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,19/8/1969,0:00,0.16,m³/s,19,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,20/8/1969,0:00,0.16,m³/s,20,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,21/8/1969,0:00,0.16,m³/s,21,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,22/8/1969,0:00,0.16,m³/s,22,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,23/8/1969,0:00,0.16,m³/s,23,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,24/8/1969,0:00,0.24,m³/s,24,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,25/8/1969,0:00,0.24,m³/s,25,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,26/8/1969,0:00,0.2,m³/s,26,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,27/8/1969,0:00,0.32,m³/s,27,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,28/8/1969,0:00,0.32,m³/s,28,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,29/8/1969,0:00,0.24,m³/s,29,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,30/8/1969,0:00,0.2,m³/s,30,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,31/8/1969,0:00,0.2,m³/s,31,8,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,1/9/1969,0:00,0.2,m³/s,1,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,2/9/1969,0:00,0.16,m³/s,2,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,3/9/1969,0:00,0.16,m³/s,3,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,4/9/1969,0:00,0.16,m³/s,4,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,5/9/1969,0:00,0.16,m³/s,5,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,6/9/1969,0:00,0.16,m³/s,6,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,7/9/1969,0:00,0.16,m³/s,7,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,8/9/1969,0:00,0.24,m³/s,8,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,9/9/1969,0:00,0.28,m³/s,9,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,10/9/1969,0:00,0.2,m³/s,10,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,11/9/1969,0:00,0.2,m³/s,11,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,12/9/1969,0:00,0.16,m³/s,12,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,13/9/1969,0:00,0.16,m³/s,13,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,14/9/1969,0:00,0.16,m³/s,14,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,15/9/1969,0:00,0.16,m³/s,15,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,16/9/1969,0:00,0.16,m³/s,16,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,17/9/1969,0:00,0.2,m³/s,17,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,18/9/1969,0:00,0.16,m³/s,18,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,19/9/1969,0:00,0.16,m³/s,19,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,20/9/1969,0:00,0.16,m³/s,20,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,21/9/1969,0:00,0.16,m³/s,21,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,22/9/1969,0:00,0.24,m³/s,22,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,23/9/1969,0:00,0.36,m³/s,23,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,24/9/1969,0:00,0.74,m³/s,24,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,25/9/1969,0:00,545,m³/s,25,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,26/9/1969,0:00,0.4,m³/s,26,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,27/9/1969,0:00,0.28,m³/s,27,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,28/9/1969,0:00,0.2,m³/s,28,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,29/9/1969,0:00,0.16,m³/s,29,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,30/9/1969,0:00,0.16,m³/s,30,9,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,1/10/1969,0:00,0.16,m³/s,1,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,2/10/1969,0:00,0.16,m³/s,2,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,3/10/1969,0:00,0.16,m³/s,3,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,4/10/1969,0:00,0.16,m³/s,4,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,5/10/1969,0:00,0.12,m³/s,5,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,6/10/1969,0:00,0.12,m³/s,6,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,7/10/1969,0:00,0.12,m³/s,7,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,8/10/1969,0:00,0.28,m³/s,8,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,9/10/1969,0:00,0.4,m³/s,9,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,10/10/1969,0:00,0.32,m³/s,10,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,11/10/1969,0:00,0.28,m³/s,11,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,12/10/1969,0:00,545,m³/s,12,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,13/10/1969,0:00,0.74,m³/s,13,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,14/10/1969,0:00,805,m³/s,14,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,15/10/1969,0:00,805,m³/s,15,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,16/10/1969,0:00,1.23,m³/s,16,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,17/10/1969,0:00,1.63,m³/s,17,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,18/10/1969,0:00,1.33,m³/s,18,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,19/10/1969,0:00,1.13,m³/s,19,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,20/10/1969,0:00,1.13,m³/s,20,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,21/10/1969,0:00,1,m³/s,21,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,22/10/1969,0:00,0.74,m³/s,22,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,23/10/1969,0:00,545,m³/s,23,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,24/10/1969,0:00,0.87,m³/s,24,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,25/10/1969,0:00,1.33,m³/s,25,10,,,,,,,,,,,,,,,
-11.16666667,-76.31666667,MANTARO,Servicio Nacional de Meteorología e Hidrología,HIDROMÉTRICA,RIO PALLANGA,Caudal PRO 1DIA,26/10/1969,0:00,1,m³/s,26,10,,,,,,,,,,,,,,,
